Year,State,County,Average Age,Percent Male,Percent Non-Hispanic White,Percent African American,Percent Hispanic,Percent Other/Unknown,Hospital Readmission Rate,2013 Rural-urban Continuum Code,2013 Urban Influence Code,percent with more than high school,Metro_2013,Unemployment_rate_2015,Median_Household_Income_2015
2015,NC,ALAMANCE,70,44.97,77.82,18.23,1.93,2.03,0.1796,3,2,54.7,1,5.4,41566
2015,NC,ALEXANDER,71,44.76,93.04,5.13,0.83,0.99,0.1528,2,2,41.4,1,4.9,41092
2015,NC,ALLEGHANY,72,44.73,97.45,0.82,1.11,0.63,0.1695,9,10,46.9,0,6.2,36113
2015,NC,ANSON,70,44.33,76.52,19.05,1.45,2.98,0.1938,6,4,37.6,0,6.5,35307
2015,NC,ASHE,71,45.45,97.51,0.57,0.81,1.11,0.1563,7,10,50.8,0,6,35238
2015,NC,AVERY,72,45.5,97.16,0.36,0.71,1.78,0.194,8,7,49.1,0,5.9,37120
2015,NC,BEAUFORT,70,45.64,74.09,23.94,0.55,1.42,0.161,6,5,50.2,0,6.6,41725
2015,NC,BERTIE,69,43.16,76.52,19.05,1.45,2.98,0.1917,7,11,35,0,7.2,31967
2015,NC,BLADEN,69,46.51,63.83,33.86,0.55,1.76,0.2004,6,6,46.1,0,8,33882
2015,NC,BRUNSWICK,71,48.1,89.91,6.84,0.84,2.4,0.1627,2,2,59.3,1,7.3,48831
2015,NC,BUNCOMBE,71,44.77,90.91,5.36,1.11,2.62,0.1468,2,2,65,1,4.4,45094
2015,NC,BURKE,70,45.54,91.66,5.58,0.69,2.07,0.1595,2,2,49.4,1,5.6,42711
2015,NC,CABARRUS,70,44.13,83.34,12.36,1.83,2.47,0.1656,1,1,60.4,1,5.2,57881
2015,NC,CALDWELL,70,45.43,93.89,3.98,0.83,1.29,0.1537,2,2,45.1,1,6.3,39636
2015,NC,CAMDEN,72,48.09,76.52,19.05,1.45,2.98,0.1735,8,3,63.2,0,5.7,62000
2015,NC,CARTERET,72,46.13,92.34,5.05,0.7,1.9,0.1668,4,5,61.8,0,5.9,50837
2015,NC,CASWELL,70,47.39,66.37,32.17,0.42,1.04,0.2006,8,7,40.8,0,6.3,40504
2015,NC,CATAWBA,71,45.08,89.99,6.35,1.2,2.46,0.1464,2,2,52.3,1,5.5,41745
2015,NC,CHATHAM,72,45.82,83.34,13.26,1.53,1.87,0.1572,2,2,63.2,1,4.8,58860
2015,NC,CHEROKEE,71,46.35,92.57,0.85,0.72,5.87,0.1632,9,12,49.7,0,6.5,38284
2015,NC,CHOWAN,71,44.31,69.07,28.97,0.49,1.48,0.1665,6,4,48.9,0,7.2,40794
2015,NC,CLAY,72,48.26,97.13,0.42,0.61,1.84,0.1598,9,12,59,0,6.2,38980
2015,NC,CLEVELAND,69,44.44,80.94,17.1,0.57,1.38,0.142,4,3,47.8,0,6.4,40237
2015,NC,COLUMBUS,69,45.23,67.47,29.63,0.42,2.48,0.1834,6,6,47.9,0,7.6,34478
2015,NC,CRAVEN,71,45.66,77.74,19.05,1.2,2.01,0.1597,3,2,59.4,1,6.1,47805
2015,NC,CUMBERLAND,69,45.26,55.97,36.17,3.68,4.18,0.1969,2,2,64,1,7.3,42380
2015,NC,CURRITUCK,70,48.22,91.03,6.35,0.78,1.83,0.1874,1,1,57.1,1,5.8,66426
2015,NC,DARE,72,47.31,94.55,1.85,1.23,2.37,0.1261,4,3,67.7,0,7.5,53585
2015,NC,DAVIDSON,70,45.52,88.83,7.46,1.29,2.42,0.1921,2,2,48.7,1,5.6,46400
2015,NC,DAVIE,71,45.58,91.24,5.55,1.27,1.93,0.1659,2,2,53.4,1,5,52525
2015,NC,DUPLIN,70,44.63,62.93,34.12,2.08,0.87,0.1976,6,6,42,0,5.8,38397
2015,NC,DURHAM,70,43.28,58.77,36.13,1.64,3.45,0.1851,2,2,70.1,1,5,53875
2015,NC,EDGECOMBE,70,44.14,49.68,49.26,0.45,0.61,0.2119,3,2,41.1,1,9.6,32529
2015,NC,FORSYTH,70,44.96,72.67,22.56,2.03,2.75,0.1956,2,2,61.6,1,5.5,47346
2015,NC,FRANKLIN,70,46.26,68.62,28.93,1.11,1.33,0.1782,1,1,51.6,1,5.9,48009
2015,NC,GASTON,70,43.74,85.49,11.43,1.27,1.82,0.1791,1,1,52.7,1,6,45031
2015,NC,GATES,71,47.67,76.52,19.05,1.45,2.98,0.1827,1,1,47,1,5.5,46387
2015,NC,GRAHAM,71,45.85,76.52,19.05,1.45,2.98,0.1603,9,12,43.4,0,12,33827
2015,NC,GRANVILLE,69,45.56,62.27,35.81,0.74,1.18,0.1911,4,3,50.1,0,5,50314
2015,NC,GREENE,69,45.98,62.37,35.44,1.16,1.04,0.2214,8,7,43.5,0,5.5,35060
2015,NC,GUILFORD,70,44.67,69.74,25.24,1.49,3.54,0.1838,2,2,63.6,1,5.9,48283
2015,NC,HALIFAX,68,45.05,45.49,50.86,0.43,3.22,0.1976,4,5,40.8,0,8.8,31952
2015,NC,HARNETT,70,44.28,76.4,20.26,1.83,1.5,0.1944,4,3,54.8,0,6.7,48301
2015,NC,HAYWOOD,71,44.78,96.48,1.03,0.64,1.84,0.1677,2,2,58.3,1,5.3,43573
2015,NC,HENDERSON,72,44.6,94.24,2.43,1.32,2.01,0.1431,2,2,61.7,1,4.8,47280
2015,NC,HERTFORD,69,44.44,39.84,58.69,0.38,1.09,0.2126,6,4,46.9,0,7.1,34453
2015,NC,HOKE,67,45.16,49.81,40.96,4.26,4.97,0.1867,2,2,57.4,1,8,42819
2015,NC,HYDE,71,46.04,76.52,19.05,1.45,2.98,0.1899,9,10,44.2,0,9.1,37074
2015,NC,IREDELL,71,44.96,85.83,10.52,1.55,2.1,0.1693,1,1,59.1,1,5.5,55848
2015,NC,JACKSON,71,45.88,93.2,0.84,0.8,5.17,0.1603,6,5,60.6,0,6.1,41537
2015,NC,JOHNSTON,69,44.9,79.77,16.31,2.69,1.23,0.184,1,1,53.7,1,5.2,52681
2015,NC,JONES,70,45.26,76.52,19.05,1.45,2.98,0.1438,3,2,50.7,1,5.8,39688
2015,NC,LEE,70,44.73,74.73,20.44,2.97,1.86,0.1912,4,5,54.3,0,7.2,44294
2015,NC,LENOIR,70,44.82,62.05,36.09,0.89,0.96,0.201,4,5,47.6,0,6.4,37085
2015,NC,LINCOLN,71,46.11,92.53,4.49,1.5,1.49,0.1547,1,1,52.5,1,5.4,49343
2015,NC,MACON,72,45.64,96.18,0.73,0.77,2.32,0.1564,7,9,57.2,0,6.2,41395
2015,NC,MADISON,70,46.17,97.78,0.35,0.38,1.49,0.1484,2,2,49.7,1,5.7,37899
2015,NC,MARTIN,71,44.06,57.82,40.64,0.4,1.14,0.2227,6,6,45.1,0,7.7,36543
2015,NC,MC DOWELL,69,45.87,94.74,2.8,0.81,1.64,0.1598,6,5,44.8,0,5.5,37430
2015,NC,MECKLENBURG,71,43.29,66.47,26,2.97,4.56,0.1797,1,1,70.3,1,5.4,57029
2015,NC,MITCHELL,71,45.79,97.83,0.41,0.41,1.36,0.1446,7,10,47.3,0,6.9,39955
2015,NC,MONTGOMERY,71,44.78,76.46,20.91,0.98,1.64,0.184,6,6,45,0,5.7,39096
2015,NC,MOORE,73,45.52,84.96,11.55,1.05,2.44,0.1692,4,5,63.5,0,5.8,52139
2015,NC,NASH,69,43.73,58.5,39.56,0.86,1.08,0.1982,3,2,50.1,1,7.3,43450
2015,NC,NEW HANOVER,71,44.99,82.07,14.57,1.09,2.27,0.1624,2,2,69.6,1,5.4,52456
2015,NC,NORTHAMPTON,70,44.52,46.36,52.69,0.29,0.67,0.2216,9,8,40.4,0,7.6,33301
2015,NC,ONSLOW,70,45.75,78.97,15.55,2.48,2.99,0.184,3,2,61.9,1,5.9,46144
2015,NC,ORANGE,72,44.45,82.71,10.26,1.63,5.4,0.1768,2,2,76.4,1,4.6,61570
2015,NC,PAMLICO,72,49.25,76.52,19.05,1.45,2.98,0.1304,3,2,54.7,1,6,41004
2015,NC,PASQUOTANK,70,44.8,64.55,32.51,0.74,2.19,0.1789,4,3,53.9,0,7.3,42171
2015,NC,PENDER,70,47.17,78.21,19.35,1.05,1.38,0.1598,2,2,54.5,1,6.1,49390
2015,NC,PERQUIMANS,72,47.41,80.7,17.38,0.39,1.53,0.1595,8,3,48.9,0,7.1,42337
2015,NC,PERSON,70,44.06,73.71,23.73,0.82,1.74,0.1794,2,2,47.5,1,6.8,43917
2015,NC,PITT,69,44.39,60.56,36.89,0.97,1.58,0.2027,3,2,62.9,1,6.1,41909
2015,NC,POLK,74,45.01,94.21,3.11,0.88,1.81,0.1261,8,7,61,0,5.1,45672
2015,NC,RANDOLPH,70,46.13,90.48,5.68,1.71,2.14,0.1666,2,2,44.7,1,5.7,43216
2015,NC,RICHMOND,68,45.11,68.87,29.1,0.66,1.37,0.1779,5,8,44.1,0,7.9,33017
2015,NC,ROBESON,67,45.66,45.87,26.5,0.99,26.65,0.2132,4,5,41.6,0,8.5,32128
2015,NC,ROCKINGHAM,69,45.87,79.85,17.97,0.86,1.32,0.1622,2,2,44,1,6.6,40148
2015,NC,ROWAN,70,46.24,84.46,12.4,1.19,1.94,0.1742,1,1,49.7,1,6.1,44862
2015,NC,RUTHERFORD,70,45.48,89.63,8.39,0.69,1.3,0.1534,4,5,49.3,0,7.8,36998
2015,NC,SAMPSON,70,44.53,65.84,29.82,2.16,2.18,0.1899,6,4,42,0,5.9,40660
2015,NC,SCOTLAND,68,43.5,59.85,34.87,0.52,4.76,0.1928,6,5,44.7,0,10.6,35447
2015,NC,STANLY,70,45.72,88.37,9.24,0.55,1.84,0.1766,6,3,48.4,0,5.3,44878
2015,NC,STOKES,69,45.66,93.79,3.82,1.04,1.35,0.1805,2,2,42.7,1,5.4,42889
2015,NC,SURRY,70,44.39,93.47,4.17,1.18,1.18,0.1787,4,5,45.7,0,5.4,38408
2015,NC,SWAIN,70,45.75,68.79,0.51,0.51,30.19,0.1773,8,7,49.3,0,7.7,36103
2015,NC,TRANSYLVANIA,73,45.67,95.55,2.2,0.4,1.85,0.1167,6,5,60,0,5.5,45792
2015,NC,TYRRELL,71,45,76.52,19.05,1.45,2.98,0.1438,9,8,32.6,0,9.5,33759
2015,NC,UNION,72,44.25,83.41,12,2.28,2.31,0.1502,1,1,63.8,1,4.9,71690
2015,NC,VANCE,67,46.27,53.07,45.05,0.78,1.1,0.2101,4,3,39.2,0,8.6,32698
2015,NC,WAKE,71,44.06,76.02,17.15,2.14,4.69,0.1612,1,1,75.1,1,4.7,70629
2015,NC,WARREN,70,45.77,40.5,55.23,0.44,3.83,0.2303,8,4,43,0,8.3,34149
2015,NC,WASHINGTON,71,45.37,55.99,42.48,0.44,1.1,0.1966,7,9,41.4,0,8.7,35146
2015,NC,WATAUGA,72,46.94,96.04,1.22,0.6,2.13,0.1763,5,8,68.6,0,4.9,41762
2015,NC,WAYNE,69,44.65,65.07,31.97,1.32,1.65,0.1841,3,2,53,1,6.1,41161
2015,NC,WILKES,69,45.62,94.47,3.72,0.89,0.93,0.1792,6,3,42.9,0,5.7,40647
2015,NC,WILSON,70,44.81,61.3,36.42,1.01,1.27,0.1893,4,3,46.8,0,9.5,41276
2015,NC,YADKIN,69,46.5,93.56,3.74,1.32,1.38,0.1574,2,2,43.2,1,5,41208
2015,NC,YANCEY,71,45.12,97.89,0.66,0.31,1.14,0.178,8,7,49.3,0,5.9,36418
2015,ND,ADAMS,75,46,93.87,0.39,0.61,5.13,0.1338,9,12,60.9,0,3,48106
2015,ND,BARNES,74,44.8,93.87,0.39,0.61,5.13,0.0851,6,6,60.2,0,3.2,51053
2015,ND,BENSON,72,51.19,93.87,0.39,0.61,5.13,0.2169,9,12,52.6,0,4.5,39969
2015,ND,BILLINGS,75,54.05,93.87,0.39,0.61,5.13,0.1472,9,10,55.6,0,3.2,76913
2015,ND,BOTTINEAU,74,45.39,93.87,0.39,0.61,5.13,0.1688,9,10,58.5,0,4.4,56645
2015,ND,BOWMAN,75,47.17,93.87,0.39,0.61,5.13,0.1742,9,12,59.7,0,1.9,62892
2015,ND,BURKE,74,47.39,93.87,0.39,0.61,5.13,0.1472,9,10,56.5,0,3.3,68477
2015,ND,BURLEIGH,72,44.56,95.76,0.22,0.4,3.63,0.141,3,2,69,1,2.4,66057
2015,ND,CASS,71,44.7,94.79,0.72,0.85,3.65,0.155,3,2,74.3,1,2.3,55946
2015,ND,CAVALIER,75,46.03,97.24,0,0,2.76,0.1866,9,12,61.9,0,2.8,57200
2015,ND,DICKEY,75,46.81,93.87,0.39,0.61,5.13,0.1322,9,10,57.9,0,1.8,56325
2015,ND,DIVIDE,76,48.11,93.87,0.39,0.61,5.13,0.1132,9,10,55,0,1.8,62922
2015,ND,DUNN,73,45.5,93.87,0.39,0.61,5.13,0.1472,9,10,56.7,0,2,73135
2015,ND,EDDY,75,44.6,93.87,0.39,0.61,5.13,0.1472,9,12,59.8,0,4.8,47804
2015,ND,EMMONS,74,45.41,93.87,0.39,0.61,5.13,0.1043,8,7,46.9,0,5,46952
2015,ND,FOSTER,76,44.04,93.87,0.39,0.61,5.13,0.094,9,10,56.3,0,2.9,53408
2015,ND,GOLDEN VALLEY,75,42,93.87,0.39,0.61,5.13,0.1528,9,12,67.7,0,2.3,56948
2015,ND,GRAND FORKS,70,46,93.59,0.91,1.22,4.29,0.1693,3,2,68.2,1,2.4,52022
2015,ND,GRANT,75,45.95,93.87,0.39,0.61,5.13,0.1154,8,7,50.6,0,3.2,40879
2015,ND,GRIGGS,75,46.64,97.7,0,0,2.3,0.1377,9,12,50.7,0,2.3,47222
2015,ND,HETTINGER,74,44.8,93.87,0.39,0.61,5.13,0.1634,9,10,51.7,0,2.5,53403
2015,ND,KIDDER,75,47.8,93.87,0.39,0.61,5.13,0.1472,8,7,55.8,0,3.7,46800
2015,ND,LA MOURE,76,45.47,93.87,0.39,0.61,5.13,0.1455,9,10,55.2,0,2.5,58638
2015,ND,LOGAN,75,46.59,93.87,0.39,0.61,5.13,0.1472,9,10,42.7,0,2.8,50047
2015,ND,MCHENRY,73,48.13,93.87,0.39,0.61,5.13,0.1783,9,8,52.8,0,4.2,56351
2015,ND,MCINTOSH,76,42.72,93.87,0.39,0.61,5.13,0.1293,9,12,48.2,0,3.1,48494
2015,ND,MCKENZIE,73,45.95,93.87,0.39,0.61,5.13,0.1111,9,10,63.3,0,2.5,82906
2015,ND,MCLEAN,73,48.54,93.87,0.39,0.61,5.13,0.1432,8,7,57.4,0,3.7,62480
2015,ND,MERCER,73,47.67,93.87,0.39,0.61,5.13,0.1142,7,11,60.3,0,4.2,75698
2015,ND,MORTON,72,45.47,93.87,0.39,0.61,5.13,0.1659,3,2,61.4,1,3.1,64260
2015,ND,MOUNTRAIL,73,48.63,93.87,0.39,0.61,5.13,0.1527,9,10,62.3,0,2,65606
2015,ND,NELSON,76,45.71,93.87,0.39,0.61,5.13,0.0841,8,7,60,0,3.8,48196
2015,ND,OLIVER,71,48.26,93.87,0.39,0.61,5.13,0.1472,3,2,56.7,1,5.9,65798
2015,ND,PEMBINA,75,49.71,93.87,0.39,0.61,5.13,0.1597,9,12,51,0,5.3,58683
2015,ND,PIERCE,75,45.27,93.87,0.39,0.61,5.13,0.1301,7,9,52.7,0,4.2,43419
2015,ND,RAMSEY,73,46.43,93.87,0.39,0.61,5.13,0.1343,7,11,60,0,3.4,51607
2015,ND,RANSOM,75,47.32,93.87,0.39,0.61,5.13,0.1299,8,7,53.5,0,2.5,60122
2015,ND,RENVILLE,74,47.46,93.87,0.39,0.61,5.13,0.1472,9,8,62.9,0,3.4,65651
2015,ND,RICHLAND,74,46.32,93.87,0.39,0.61,5.13,0.1484,6,5,62.9,0,2.7,56942
2015,ND,ROLETTE,69,48.69,93.87,0.39,0.61,5.13,0.2031,9,12,60.9,0,10.3,37634
2015,ND,SARGENT,74,49.58,97.03,0,0,2.97,0.1628,9,10,58.9,0,1.8,58626
2015,ND,SHERIDAN,75,47.29,93.87,0.39,0.61,5.13,0.1472,9,12,49.4,0,5.1,38234
2015,ND,SIOUX,67,47.26,23.63,0,0,76.37,0.1695,3,2,52.4,1,4.4,32895
2015,ND,SLOPE,75,49.25,93.87,0.39,0.61,5.13,0.1472,9,12,55.8,0,2.6,56833
2015,ND,STARK,74,43.39,97.64,0.33,0.36,1.67,0.1163,7,8,59.5,0,2.7,76844
2015,ND,STEELE,74,48.34,93.87,0.39,0.61,5.13,0.1472,8,7,62.3,0,2.3,61352
2015,ND,STUTSMAN,72,45.82,93.87,0.39,0.61,5.13,0.1135,7,8,53.5,0,2.6,54925
2015,ND,TOWNER,75,45.89,93.87,0.39,0.61,5.13,0.2047,9,12,58.7,0,2.7,51561
2015,ND,TRAILL,75,44.56,93.87,0.39,0.61,5.13,0.1588,8,7,66.7,0,2.8,54814
2015,ND,WALSH,74,43.58,93.87,0.39,0.61,5.13,0.1633,6,6,50.2,0,4.2,51749
2015,ND,WARD,72,44.29,94.99,0.98,0.65,3.39,0.1548,5,8,63.7,0,3.2,61170
2015,ND,WELLS,75,45.19,93.87,0.39,0.61,5.13,0.1157,9,12,49.8,0,4,51857
2015,ND,WILLIAMS,73,44.97,93.87,0.39,0.61,5.13,0.1398,7,8,62.2,0,2.4,89860
2015,NE,ADAMS,73,42.89,95.97,0.29,1.45,2.29,0.1266,4,5,58.7,0,3.2,48579
2015,NE,ANTELOPE,75,45.57,92.4,2.61,2.27,2.71,0.1157,9,10,57.8,0,2.6,48546
2015,NE,ARTHUR,76,46.08,92.4,2.61,2.27,2.71,0.1554,9,10,72.5,0,4.9,50753
2015,NE,BANNER,75,46.84,92.4,2.61,2.27,2.71,0.1554,9,8,65.2,0,3.4,54115
2015,NE,BLAINE,73,49.55,100,0,0,0,0.1554,9,10,58.5,0,4.5,44824
2015,NE,BOONE,76,43.96,92.4,2.61,2.27,2.71,0.1064,9,10,51.1,0,2.5,54070
2015,NE,BOX BUTTE,73,45.51,92.4,2.61,2.27,2.71,0.1586,7,11,56.8,0,3.1,54652
2015,NE,BOYD,75,46.96,97.28,0,0,2.72,0.1506,9,12,52.2,0,2.7,42539
2015,NE,BROWN,74,45.89,92.4,2.61,2.27,2.71,0.1395,9,12,47.4,0,3.7,46856
2015,NE,BUFFALO,73,43.07,96.02,0.27,2.24,1.47,0.1581,4,5,67.9,0,2.5,55813
2015,NE,BURT,75,45.62,92.4,2.61,2.27,2.71,0.1208,8,7,51.5,0,3.7,49792
2015,NE,BUTLER,75,45.55,92.4,2.61,2.27,2.71,0.1127,6,6,50.7,0,2.8,55542
2015,NE,CASS,72,47.27,92.4,2.61,2.27,2.71,0.1436,2,2,62.6,1,3.4,66519
2015,NE,CEDAR,75,44.84,92.4,2.61,2.27,2.71,0.1075,9,10,52.5,0,2.4,56092
2015,NE,CHASE,75,43.62,92.4,2.61,2.27,2.71,0.145,9,12,55.7,0,1.9,55319
2015,NE,CHERRY,74,47.19,92.4,2.61,2.27,2.71,0.1199,7,11,59.9,0,2.3,54564
2015,NE,CHEYENNE,74,43.99,92.4,2.61,2.27,2.71,0.133,7,11,66.9,0,2.2,57255
2015,NE,CLAY,74,46.23,92.4,2.61,2.27,2.71,0.195,8,7,56.6,0,3,51431
2015,NE,COLFAX,77,44.5,94.96,0,3.34,1.7,0.1298,7,9,38.8,0,2.6,50744
2015,NE,CUMING,76,43.84,92.4,2.61,2.27,2.71,0.1265,7,9,49.1,0,2.7,56995
2015,NE,CUSTER,74,44.79,92.4,2.61,2.27,2.71,0.1658,7,9,59.1,0,2.3,51014
2015,NE,DAKOTA,73,45.96,92.4,2.61,2.27,2.71,0.146,3,2,38.7,1,3.6,49093
2015,NE,DAWES,74,45.57,92.4,2.61,2.27,2.71,0.1387,7,11,65.1,0,2.6,44135
2015,NE,DAWSON,73,44.59,92.4,2.61,2.27,2.71,0.1445,7,8,42.5,0,3.2,47991
2015,NE,DEUEL,74,45.93,92.4,2.61,2.27,2.71,0.184,9,12,54.4,0,2.5,47641
2015,NE,DIXON,71,44.93,92.4,2.61,2.27,2.71,0.1357,3,2,49.1,1,3.3,52152
2015,NE,DODGE,74,44.11,92.4,2.61,2.27,2.71,0.1404,4,5,50.9,0,3.3,48969
2015,NE,DOUGLAS,71,43.73,84.76,8.82,3.1,3.32,0.1792,2,2,67.7,1,3.4,58405
2015,NE,DUNDY,74,43.63,92.4,2.61,2.27,2.71,0.1429,9,12,60.8,0,2.1,45745
2015,NE,FILLMORE,75,43.54,92.4,2.61,2.27,2.71,0.1275,8,7,53.8,0,3,54086
2015,NE,FRANKLIN,74,45.89,92.4,2.61,2.27,2.71,0.1169,9,10,55.1,0,2.4,44911
2015,NE,FRONTIER,74,46.31,92.4,2.61,2.27,2.71,0.1364,9,10,60.1,0,2.5,50700
2015,NE,FURNAS,74,44.54,92.4,2.61,2.27,2.71,0.1335,9,12,54.2,0,2.7,40032
2015,NE,GAGE,74,44.02,92.4,2.61,2.27,2.71,0.1299,6,5,54.8,0,3.7,50746
2015,NE,GARDEN,73,47.83,92.4,2.61,2.27,2.71,0.1411,9,12,61.6,0,2.4,42186
2015,NE,GARFIELD,75,47.09,92.4,2.61,2.27,2.71,0.2716,9,12,54.6,0,2.4,44643
2015,NE,GOSPER,74,46.14,92.4,2.61,2.27,2.71,0.1373,9,8,59.9,0,2.5,56882
2015,NE,GRANT,74,48.91,92.4,2.61,2.27,2.71,0.1554,9,12,54.9,0,2.3,56646
2015,NE,GREELEY,76,46.29,92.4,2.61,2.27,2.71,0.1324,8,7,52.6,0,3.1,44920
2015,NE,HALL,71,45.92,92.04,0.6,5.01,2.34,0.1791,3,2,50.3,1,4,50093
2015,NE,HAMILTON,74,44.54,92.4,2.61,2.27,2.71,0.1282,3,2,62,1,2.9,65103
2015,NE,HARLAN,74,48.95,92.4,2.61,2.27,2.71,0.0977,9,10,53.3,0,2.2,47844
2015,NE,HAYES,75,49.47,100,0,0,0,0.1554,9,10,62.4,0,2.3,50516
2015,NE,HITCHCOCK,74,46.67,92.4,2.61,2.27,2.71,0.1667,9,12,55.9,0,3.3,43054
2015,NE,HOLT,74,43.88,92.4,2.61,2.27,2.71,0.1437,7,11,58,0,2.4,50434
2015,NE,HOOKER,76,45.37,92.4,2.61,2.27,2.71,0.1554,9,12,59.4,0,4.2,42989
2015,NE,HOWARD,74,46.25,92.4,2.61,2.27,2.71,0.0915,3,2,50.4,1,3.7,52464
2015,NE,JEFFERSON,74,44.08,92.4,2.61,2.27,2.71,0.0965,7,9,47,0,2.7,46812
2015,NE,JOHNSON,74,43.82,92.4,2.61,2.27,2.71,0.1197,8,7,47.1,0,3.3,47382
2015,NE,KEARNEY,75,43.53,96.38,0,1.81,1.81,0.1297,7,8,60.5,0,2.2,50645
2015,NE,KEITH,73,45.66,92.4,2.61,2.27,2.71,0.1792,7,9,57.4,0,2.7,46888
2015,NE,KEYA PAHA,75,43.58,92.4,2.61,2.27,2.71,0.1554,9,12,49.7,0,2.1,45886
2015,NE,KIMBALL,74,44.38,92.4,2.61,2.27,2.71,0.1487,8,7,53.7,0,3.6,45769
2015,NE,KNOX,75,43.68,92.4,2.61,2.27,2.71,0.123,9,10,53.8,0,3.2,45566
2015,NE,LANCASTER,72,43.67,92.8,2.01,1.74,3.45,0.1371,2,2,70.9,1,2.7,54422
2015,NE,LINCOLN,71,43.99,93.97,0.36,3.78,1.88,0.1959,5,8,60.2,0,2.9,53856
2015,NE,LOGAN,73,46.29,92.4,2.61,2.27,2.71,0.2,9,8,62.9,0,3,51098
2015,NE,LOUP,72,53.33,92.4,2.61,2.27,2.71,0.1554,9,12,54.4,0,3.7,52862
2015,NE,MADISON,72,43.3,94.98,0.64,2.18,2.21,0.1494,5,8,59,0,2.8,51330
2015,NE,MC PHERSON,76,49.38,92.4,2.61,2.27,2.71,0,9,8,66.4,0,2,57175
2015,NE,MERRICK,74,46.18,92.4,2.61,2.27,2.71,0.1503,3,2,57.7,1,3.8,51219
2015,NE,MORRILL,74,46.64,92.86,0,5.69,1.45,0.1447,9,10,55,0,2.9,49082
2015,NE,NANCE,75,44.01,92.4,2.61,2.27,2.71,0.1604,8,7,51.3,0,2.5,46958
2015,NE,NEMAHA,74,43.18,92.4,2.61,2.27,2.71,0.1184,7,11,59.9,0,3.7,52034
2015,NE,NUCKOLLS,75,44.31,92.4,2.61,2.27,2.71,0.1327,9,12,51.4,0,2.6,41956
2015,NE,OTOE,74,43.4,92.4,2.61,2.27,2.71,0.1394,6,6,53.2,0,3.3,53015
2015,NE,PAWNEE,76,44.71,92.4,2.61,2.27,2.71,0.1357,9,10,47.5,0,2.6,43646
2015,NE,PERKINS,75,45.7,92.4,2.61,2.27,2.71,0.1402,9,10,58.8,0,1.9,58066
2015,NE,PHELPS,74,41.91,97.24,0,0.85,1.91,0.1349,7,9,59.7,0,2.4,55566
2015,NE,PIERCE,74,44.38,92.4,2.61,2.27,2.71,0.1649,9,8,57.9,0,2.6,56744
2015,NE,PLATTE,73,43.47,92.4,2.61,2.27,2.71,0.1201,5,8,57,0,3,58554
2015,NE,POLK,75,45.3,92.4,2.61,2.27,2.71,0.1566,9,10,61,0,2.6,61965
2015,NE,RED WILLOW,74,44.9,92.4,2.61,2.27,2.71,0.1611,7,11,57,0,2.7,49308
2015,NE,RICHARDSON,74,45.67,92.4,2.61,2.27,2.71,0.1414,7,11,52,0,3.3,44648
2015,NE,ROCK,76,45.03,92.4,2.61,2.27,2.71,0.1604,9,12,50.7,0,2.7,51447
2015,NE,SALINE,74,44.78,92.4,2.61,2.27,2.71,0.1599,6,6,49.4,0,3,55850
2015,NE,SARPY,69,45.83,88.77,5.15,2.52,3.56,0.1709,2,2,72.8,1,2.8,73856
2015,NE,SAUNDERS,73,46.45,92.4,2.61,2.27,2.71,0.1669,2,2,60.5,1,3.1,61025
2015,NE,SCOTT BLUFF,72,43.99,92.4,2.61,2.27,2.71,0.1688,5,8,56.7,0,3.4,43428
2015,NE,SEWARD,75,44.37,92.4,2.61,2.27,2.71,0.1674,2,2,63.5,1,2.9,62455
2015,NE,SHERIDAN,74,47.75,92.4,2.61,2.27,2.71,0.1147,9,12,59.1,0,2.7,47005
2015,NE,SHERMAN,75,46.6,92.4,2.61,2.27,2.71,0.1533,8,7,48.2,0,2.9,42643
2015,NE,SIOUX,76,48.67,92.4,2.61,2.27,2.71,0.1554,9,8,60.2,0,2.5,55606
2015,NE,STANTON,74,44,92.4,2.61,2.27,2.71,0.1316,9,8,56.9,0,2.6,56423
2015,NE,THAYER,75,45.76,92.4,2.61,2.27,2.71,0.1329,9,12,54.7,0,2.4,48947
2015,NE,THOMAS,74,47.45,92.4,2.61,2.27,2.71,0.1554,9,10,61.9,0,3,48754
2015,NE,THURSTON,73,42.29,92.4,2.61,2.27,2.71,0.1848,8,7,51.3,0,5.4,42290
2015,NE,VALLEY,75,46.16,92.4,2.61,2.27,2.71,0.17,9,12,50.9,0,2.8,49929
2015,NE,WASHINGTON,73,44.7,92.4,2.61,2.27,2.71,0.1482,2,2,64.6,1,3,68435
2015,NE,WAYNE,75,45.59,92.4,2.61,2.27,2.71,0.1204,6,6,74,0,2.6,54503
2015,NE,WEBSTER,74,45.36,92.4,2.61,2.27,2.71,0.114,9,10,54.7,0,3.6,40444
2015,NE,WHEELER,75,42.45,92.4,2.61,2.27,2.71,0.1554,9,12,52.9,0,2.5,55106
2015,NE,YORK,74,44.95,92.4,2.61,2.27,2.71,0.1366,6,6,61.5,0,2.9,59500
2015,NH,BELKNAP,71,46.18,96.34,0.23,0.54,2.89,0.1673,4,3,60.2,0,3.3,63377
2015,NH,CARROLL,72,48.58,96.63,0.19,0.46,2.72,0.138,6,4,61.7,0,3.5,54351
